0.000000,-0.000198,0.000104,-0.000163
0.010000,-0.000208,0.000119,-0.000180
0.020000,-0.000250,0.000101,-0.000171
0.030000,-0.000304,0.000067,-0.000195
0.040000,-0.000305,0.000053,-0.000204
0.050000,-0.000237,0.000076,-0.000193
0.060000,-0.000146,0.000104,-0.000190
0.070000,-0.000087,0.000093,-0.000196
0.080000,-0.000091,0.000053,-0.000216
0.090000,-0.000134,-0.000001,-0.000240
0.100000,-0.000170,-0.000051,-0.000206
0.110000,-0.000185,-0.000038,-0.000119
0.120000,-0.000163,0.000012,-0.000086
0.130000,-0.000122,0.000015,-0.000130
0.140000,-0.000086,-0.000028,-0.000135
0.150000,-0.000066,-0.000077,-0.000056
0.160000,-0.000053,-0.000093,0.000020
0.170000,-0.000011,-0.000058,0.000042
0.180000,0.000025,-0.000023,0.000066
0.190000,-0.000003,-0.000033,0.000124
0.200000,-0.000090,-0.000029,0.000173
0.210000,-0.000169,0.000019,0.000198
0.220000,-0.000146,0.000049,0.000209
0.230000,-0.000033,0.000042,0.000184
0.240000,0.000063,0.000045,0.000118
0.250000,0.000062,0.000052,0.000055
0.260000,-0.000009,0.000060,0.000029
0.270000,-0.000060,0.000058,0.000030
0.280000,-0.000079,0.000015,0.000015
0.290000,-0.000097,-0.000022,-0.000016
0.300000,-0.000114,-0.000014,-0.000072
0.310000,-0.000115,-0.000010,-0.000166
0.320000,-0.000100,-0.000022,-0.000243
0.330000,-0.000102,-0.000001,-0.000302
0.340000,-0.000133,0.000024,-0.000393
0.350000,-0.000176,0.000015,-0.000464
0.360000,-0.000209,0.000004,-0.000460
0.370000,-0.000201,-0.000020,-0.000413
0.380000,-0.000154,-0.000056,-0.000351
0.390000,-0.000118,-0.000066,-0.000276
0.400000,-0.000100,-0.000044,-0.000228
0.410000,-0.000077,-0.000018,-0.000241
0.420000,-0.000072,-0.000017,-0.000279
0.430000,-0.000080,-0.000019,-0.000275
0.440000,-0.000062,-0.000005,-0.000207
0.450000,-0.000018,-0.000013,-0.000103
0.460000,-0.000004,-0.000063,0.000018
0.470000,-0.000013,-0.000127,0.000134
0.480000,-0.000005,-0.000152,0.000171
0.490000,0.000000,-0.000140,0.000123
0.500000,-0.000028,-0.000108,0.000060
0.510000,-0.000042,-0.000032,0.000017
0.520000,0.000022,0.000026,-0.000001
0.530000,0.000105,0.000006,0.000012
0.540000,0.000126,-0.000021,0.000037
0.550000,0.000091,-0.000004,0.000045
0.560000,0.000042,0.000025,0.000047
0.570000,0.000026,0.000040,0.000036
0.580000,0.000039,0.000059,-0.000007
0.590000,0.000041,0.000084,-0.000080
0.600000,0.000037,0.000108,-0.000161
0.610000,0.000039,0.000132,-0.000206
0.620000,0.000018,0.000145,-0.000212
0.630000,-0.000020,0.000113,-0.000218
0.640000,-0.000054,0.000016,-0.000248
0.650000,-0.000068,-0.000070,-0.000323
0.660000,-0.000039,-0.000067,-0.000392
0.670000,0.000034,-0.000011,-0.000376
0.680000,0.000078,0.000035,-0.000259
0.690000,0.000051,0.000075,-0.000138
0.700000,0.000034,0.000108,-0.000112
0.710000,0.000052,0.000098,-0.000128
0.720000,0.000082,0.000068,-0.000148
0.730000,0.000093,0.000046,-0.000200
0.740000,0.000018,0.000036,-0.000243
0.750000,-0.000104,0.000034,-0.000197
0.760000,-0.000146,0.000047,-0.000073
0.770000,-0.000121,0.000085,0.000013
0.780000,-0.000121,0.000106,0.000025
